"Submission ID","Last updated","Submission started","Status","Current step","State","What is your gender?"," Have you previously attended NatCon?","Party","How much did your party's platform influence your decision to register in that party?","Have you decided on a presidential ticket?","What is the primary reason you are currently undecided?","Vote","Which of the following reasons would be most likely to change your decisions?","How likely are you to vote for a candidate with a large/active campaign GroupMe?","Rank the following campaign elements from most to least influential in your decision to vote for a candidate.","Which of the following candidate names do you recognize?","Errors","Url","Network ID"
"6b48fe01-d77b-4e85-9424-34b666fc81d7","Wed May 14 2025 17:48:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 17:44:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","South Dakota","Female ","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Evan Duncan/Joy Southerland ","Another candidate impressed me more with their public speaking/debate performance","I am less likely to vote for a candidate with a GroupMe","Campaign Team Involvement,Social Media/Branding,Performance in Debates/Open Forums,Message/Vision for TeenPact,GroupMe Presence","Abby Hall,Abigail Hendricks,AnnaCatherine Hammett,Avery Lafferty,Brenna McCarthy,Brody Morgan,Caleb Kamuiru,Caleb Sartor,Clark Bigler,Coen Hefley,David Moore,David Treder,Enrique Rodriguez,Esther Jett,Evan Duncan,Faith Franklin,Garrett Sawyer,Grace Franklin,Grace Muller,Isaac Powers,Jacob Redd,Jessica Veth,Jed Sicilia,Joseph Jackson,Joseph Robar,Joy Southerland,Jonas Ascol,Macy McMillian,Marie Timmons,Mary Shirk,Micah Carr,Nate Verboncoeur,Rebecca Graham,Samara Brown,Samuel Brezina,Samantha Ehrenberg,Sofia Rybkin,Susie Erickson,Tayva Upgren,Valerie Yoder,Will Miller,Will Sox,Wyatt Marx,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=6b48fe01-d77b-4e85-9424-34b666fc81d7","f69def4d65e81b833f63a0071565879e"
"a480b0c4-9978-4287-b2c2-cf81ec85d73b","Wed May 14 2025 17:39:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 17:26:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","California","Female ","No","N/A (Absentee Votes)","N/A","No","I have a personal relationship with multiple presidential tickets","Evan Duncan/Joy Southerland ","Another candidate impressed me more with their social media/online presence","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Social Media/Branding,Performance in Debates/Open Forums,Campaign Team Involvement,GroupMe Presence","Audrey McCormick,Avery Lafferty,Brenna McCarthy,Caleb Kamuiru,Chesed Vess,Clark Bigler,Evan Duncan,Garrett Sawyer,Grace Franklin,Grace Muller,Isaac Powers,Joseph Jackson,Joy Southerland,Macy McMillian,Marie Timmons,Mary Shirk,Porter Greenblatt,Samantha Ehrenberg,Susie Erickson,Tayva Upgren,Will Miller","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=a480b0c4-9978-4287-b2c2-cf81ec85d73b","b5917f593c8da354811e1532df2f3301"
"181cab6c-6323-4a39-bc01-ed4670aa3426","Wed May 14 2025 17:11:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 17:07:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Michigan","Female ","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Isaac Powers/Enrique Rodriguez","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Abigail Esch,Audrey McCormick,Bella Roose,Caleb Kamuiru,Clark Bigler,David Treder,Enrique Rodriguez,Evan Duncan,Isaac Powers,Joseph Robar,Joy Southerland,Tenley Ress","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=181cab6c-6323-4a39-bc01-ed4670aa3426","b404c6f38c00182c87325fe3b6cc44c8"
"55a735d1-905d-444e-b3cd-aa8f3e89be97","Wed May 14 2025 17:01:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 16:57:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","North Carolina","Female ","Yes","Perseverance","A significant amount","Yes","","Clark Bigler/Grace Franklin","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,GroupMe Presence,Social Media/Branding,Campaign Team Involvement","Caleb Kamuiru,Clark Bigler,David Moore,David Treder,Enrique Rodriguez,Faith Franklin,Grace Franklin,Grace Muller,Greyson Davis,Isaac Powers,Jacob Enright,Jed Sicilia,Joseph Jackson,Kaydence Thibault,Kolton Olson,Levi Allen,Marie Timmons,Micah Adams,Micah Carr,Quinn Anderson,Samara Brown,Tayva Upgren,Will Harrill,Will Miller,Wyatt Marx,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=55a735d1-905d-444e-b3cd-aa8f3e89be97","23ef356f22e70b685523f54817e84569"
"5e70d493-9711-449b-9318-4f0c93faaa12","Wed May 14 2025 16:56:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 16:52:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Alabama","Male","No","Compassion ","A significant amount","No","I don't know any candidates","Clark Bigler/Grace Franklin","I had a meaningful personal interaction with another candidate","I am more likely to vote for a candidate with a large/active GroupMe","Message/Vision for TeenPact,Performance in Debates/Open Forums,GroupMe Presence,Social Media/Branding,Campaign Team Involvement","Caleb Sartor,Clark Bigler,David Treder,Greyson Davis,Isaac Powers,Jacob Enright,Levi Allen,Micah Carr,Peter Channell","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=5e70d493-9711-449b-9318-4f0c93faaa12","058dab79e756f19b8ac4d3b16e2e7e26"
"68ed7299-c1c3-48b0-8d64-89a5c91e5bc4","Wed May 14 2025 16:46:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 16:43:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Missouri","Female ","Yes","Perseverance","A significant amount","Yes","","Jed Sicilia/Marie Timmons","Another candidate convinced me of their vision for TeenPact through their message","I am more likely to vote for a candidate with a large/active GroupMe","Message/Vision for TeenPact,Performance in Debates/Open Forums,GroupMe Presence,Campaign Team Involvement,Social Media/Branding","Abby Hall,Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Bella Roose,Brody Aulds,Caleb Kamuiru,Camp Fisher,Clark Bigler,Davi Oliveira,David Treder,Evan Duncan,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Jed Sicilia,Joseph Jackson,Joy Southerland,Jonas Ascol,Marie Timmons,Micah Carr,Samara Brown,Samantha Ehrenberg,Simeon Paolicelli,Tayva Upgren,Valerie Yoder,Will Miller,Will Sox,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=68ed7299-c1c3-48b0-8d64-89a5c91e5bc4","5700240ef808912701a3736a15eb47e2"
"fe9de8fd-2b07-48f0-8fe6-aa78335800ea","Wed May 14 2025 16:21:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 16:19:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Virginia","Male","No","Perseverance","None","Yes","","Brody Morgan/Zeke Harper","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Campaign Team Involvement,Performance in Debates/Open Forums,GroupMe Presence,Social Media/Branding","Brody Morgan,Isaac Powers,Matthew Fitzgerald,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=fe9de8fd-2b07-48f0-8fe6-aa78335800ea","dde29a6adfc048f292726bcd9b3b1b3d"
"be844d58-7780-4db9-8862-1970baa82856","Wed May 14 2025 16:18:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 16:11:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Virginia","Female ","Yes","N/A (Absentee Votes)","N/A","No","I don't know any candidates","Brody Morgan/Zeke Harper","I had a meaningful personal interaction with another candidate","I am more likely to vote for a candidate with a large/active GroupMe","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Abigail Esch,AnnaCatherine Hammett,Avery Lafferty,Brody Morgan,Caleb Kamuiru,Chesed Vess,Clark Bigler,Grace Franklin,Isaac Powers,Joy Southerland,Mary Shirk,Samantha Ehrenberg","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=be844d58-7780-4db9-8862-1970baa82856","dde29a6adfc048f292726bcd9b3b1b3d"
"9f9be010-e445-42bc-8410-9ce473765b1b","Wed May 14 2025 16:15:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 16:08:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Arkansas","Male","Yes","Vision","A little bit","No","I have a personal relationship with multiple presidential tickets","Brody Morgan/Zeke Harper","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Campaign Team Involvement,Performance in Debates/Open Forums,GroupMe Presence,Social Media/Branding","Abby Hall,Avery Lafferty,Brody Morgan,Caleb Kamuiru,Camp Fisher,Chesed Vess,Clark Bigler,Coen Hefley,David Otero,David Treder,Faith Franklin,Grace Franklin,Isaac Powers,Jacob Redd,Jed Sicilia,Joseph Jackson,Joy Southerland,Levi Allen,Marie Timmons,Mary Shirk,Max Sheppard,Micah Carr,Nate Verboncoeur,Quinn Anderson,Samuel Brezina,Tayva Upgren,Will Miller,Wyatt Marx,Zechariah Zalak,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=9f9be010-e445-42bc-8410-9ce473765b1b","53b7476a4b088869517b211965f6538e"
"276d5079-63f6-4adc-9866-00dc466cff9a","Wed May 14 2025 16:01:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:57:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Louisiana","Female ","No","Perseverance","None","Yes","","Evan Duncan/Joy Southerland ","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Social Media/Branding,Message/Vision for TeenPact,Campaign Team Involvement,Performance in Debates/Open Forums,GroupMe Presence","Evan Duncan,Garrett Sawyer,Jacob Enright,Joy Southerland,Valerie Yoder","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=276d5079-63f6-4adc-9866-00dc466cff9a","53c538bf11e8418c1a150143e30715a6"
"93c60623-946d-4afa-8621-518f3ef705f5","Wed May 14 2025 15:51:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:48:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Georgia","Male","Yes","N/A (Absentee Votes)","N/A","Yes","","Clark Bigler/Grace Franklin","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Anna Reynolds,Avery Lafferty,Brody Aulds,Caleb Griffin,Caleb Sartor,Chesed Vess,Clark Bigler,Coen Hefley,Grace Muller,Greyson Davis,Griffin Witt,Henry Vaughan,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Joy Southerland,Kolton Olson,Logan Boswell,Micah Carr,Samara Brown,Samuel Brezina,Tripp Wilkins,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=93c60623-946d-4afa-8621-518f3ef705f5","df3e46484269c7ee8e55c171aeabf285"
"1061c6a8-b138-4960-b2b1-50cebe370c0d","Wed May 14 2025 15:34:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:30:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Virginia","Female ","No","N/A (Absentee Votes)","N/A","Yes","","Brody Morgan/Zeke Harper","I had a meaningful personal interaction with another candidate","I am more likely to vote for a candidate with a large/active GroupMe","Message/Vision for TeenPact,Campaign Team Involvement,GroupMe Presence,Social Media/Branding,Performance in Debates/Open Forums","Anna Reynolds,Avery Lafferty,Brody Morgan,Caleb Sartor,Faith Franklin,Grace Muller,Greyson Davis,Henry Vaughan,Matthew Fitzgerald,Max Sheppard,Quinn Anderson,Samara Brown,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=1061c6a8-b138-4960-b2b1-50cebe370c0d","37418f4970ef0a7c7a35731b5d469fc9"
"3bdc2808-8a07-40dc-84d9-21347096d734","Wed May 14 2025 15:31:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:28:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Arkansas","Male","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I don't know any candidates","Joseph Jackson/Nate Verboncoeur","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Abby Hall,AnnaCatherine Hammett,Avery Lafferty,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Chesed Vess,Clark Bigler,Coen Hefley,David Treder,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Griffin Witt,Isaac Powers,Isaac Stevens,Jacob Redd,Jed Sicilia,Joseph Jackson,Joseph Robar,Joy Southerland,Levi Allen,Levi Gray,Macy McMillian,Madden Hoffman,Marie Timmons,Mary Shirk,Micah Carr,Nate Verboncoeur,Peter Channell,Porter Greenblatt,Samara Brown,Samuel Brezina,Samuel Van Cleave,Samantha Ehrenberg,Simeon Paolicelli,Susie Erickson,Tayva Upgren,Valerie Yoder,Will Miller,Will Sox,Wyatt Marx,Zechariah Zalak,Zekariah Smith","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=3bdc2808-8a07-40dc-84d9-21347096d734","2f3e94899e26009a0e5d94941a1e6a7d"
"5e8cd653-028b-46c9-bbba-959ff1970c0d","Wed May 14 2025 15:31:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:27:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Florida","Female ","Yes","Vision","A little bit","Yes","","Micah Carr/AnnaCatherine Hammett","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Campaign Team Involvement,Message/Vision for TeenPact,Social Media/Branding,GroupMe Presence","Abby Hall,Abigail Hendricks,Aiden White,Anna Reynolds,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Bella Roose,Brenna McCarthy,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Coen Hefley,David Treder,Dane Williams,Ella Slye,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Jessica Veth,Jed Sicilia,Joseph Jackson,Joseph Robar,Joy Southerland,Kolton Olson,Levi Allen,Logan Sonnenfeld,Macy McMillian,Marie Timmons,Mary Shirk,Max Sheppard,Micah Carr,Nate Verboncoeur,Peter Channell,Quinn Anderson,Reagan McCollum,Rebecca Graham,Samara Brown,Samantha Ehrenberg,Susie Erickson,Tripp Wilkins,Wyatt Marx,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=5e8cd653-028b-46c9-bbba-959ff1970c0d","8d0ba656b17baef2b72de7045ccaf9d1"
"f363be5d-f550-420a-8969-940d99131da7","Wed May 14 2025 15:26:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:23:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Mississippi","Female ","No","Compassion ","A significant amount","No","I don't know any candidates","I don't know any of the candidates
","I had a meaningful personal interaction with another candidate","I am more likely to vote for a candidate with a large/active GroupMe","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Cooper Holt,Grace Muller,Jack Holt,Peter Channell,Samara Brown","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=f363be5d-f550-420a-8969-940d99131da7","57cf249f1118fdfe64b6fe7fb4960b5c"
"c5bc46ca-f717-4569-b97f-998151e01357","Wed May 14 2025 15:15:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:12:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Tennessee","Male","Yes","N/A (Absentee Votes)","N/A","Yes","","Clark Bigler/Grace Franklin","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Caleb Kamuiru,Camp Fisher,Clark Bigler,Cooper Holt,Samuel Van Cleave,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=c5bc46ca-f717-4569-b97f-998151e01357","2e5cf19daefb1c32d4ec4fc4847d5c04"
"5e714fde-fbb4-431a-bbaa-f708458014a5","Wed May 14 2025 15:12:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 15:08:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Tennessee","Male","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I have a personal relationship with multiple presidential tickets","Will Sox/Simeon Paolicelli ","Another candidate impressed me more with their public speaking/debate performance","I am less likely to vote for a candidate with a GroupMe","Performance in Debates/Open Forums,Message/Vision for TeenPact,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","Aiden White,AnnaCatherine Hammett,Avery Lafferty,Bennett Olson,Brody Morgan,Caleb Derber,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Clark Bigler,Coen Hefley,Davi Oliveira,David Otero,David Treder,Dane Williams,Enrique Rodriguez,Esther Jett,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Isaac Powers,Isaac Stevens,Jared Werner,Jed Sicilia,Joseph Jackson,Joseph Robar,Joy Southerland,Jonas Ascol,Kaydence Thibault,Levi Allen,Macy McMillian,Madden Hoffman,Marie Timmons,Mary Shirk,Micah Carr,Nate Verboncoeur,Peter Channell,Porter Greenblatt,Reagan McCollum,Samara Brown,Samuel Van Cleave,Samantha Ehrenberg,Seth Parkison,Simeon Paolicelli,Sofia Rybkin,Susie Erickson,Tayva Upgren,Will Sox,Wyatt Marx,Zechariah Zalak,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=5e714fde-fbb4-431a-bbaa-f708458014a5","2d3610a1f804da5506c7882857f45f7a"
"ad121ea0-2901-4867-97bc-3cccdf2fd4db","Wed May 14 2025 14:38:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 14:37:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Virginia","Female ","Yes","N/A (Absentee Votes)","N/A","No","I don't know any candidates","I don't know any of the candidates
","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","Clark Bigler,Tripp Wilkins","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=ad121ea0-2901-4867-97bc-3cccdf2fd4db","64bb414546bd2b611d3b3fa5a1879210"
"9c1773e2-942f-4a56-9487-4e2ada3a1e51","Wed May 14 2025 14:27:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 14:23:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Mississippi","Female ","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Evan Duncan/Joy Southerland ","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","Anna Reynolds,AnnaCatherine Hammett,Avery Lafferty,Brenna McCarthy,Brody Morgan,Caleb Griffin,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Coen Hefley,David Treder,Dane Williams,Enrique Rodriguez,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Isaac Powers,Isaac Stevens,Jacob Enright,Jacob Redd,Jared Werner,Jessica Veth,Jed Sicilia,Joseph Jackson,Joseph Robar,Joy Southerland,Judah Townsend,Kaydence Thibault,Levi Allen,Macy McMillian,Madden Hoffman,Marie Timmons,Mary Shirk,Micah Carr,Nate Verboncoeur,Peter Channell,Reagan McCollum,Rebecca Graham,Samara Brown,Samuel Brezina,Samuel Van Cleave,Samantha Ehrenberg,Selah Strassheim,Simeon Paolicelli,Sofia Rybkin,Susie Erickson,Tayva Upgren,Valerie Yoder,Will Miller,Will Sox,Wyatt Marx,Zekariah Smith,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=9c1773e2-942f-4a56-9487-4e2ada3a1e51","cc86a7e81e4c335b67fb26e440e82303"
"05c04571-55e7-458e-801c-659dd43c7e0b","Wed May 14 2025 14:24:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 14:15:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Oklahoma","Male","Yes","Perseverance","A little bit","Yes","","Clark Bigler/Grace Franklin","I had a meaningful personal interaction with another candidate","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Social Media/Branding,GroupMe Presence,Campaign Team Involvement","Audrey McCormick,Avery Lafferty,Brody Morgan,Caleb Kamuiru,Clark Bigler,David Moore,Dane Williams,Evan Duncan,Faith Franklin,Garrett Sawyer,Grace Franklin,Greyson Davis,Griffin Witt,Isaac Powers,Jared Werner,Joseph Jackson,Joy Southerland,Jonas Ascol,Kaydence Thibault,Logan Boswell,Mary Shirk,Micah Carr,Peter Channell,Samara Brown,Susie Erickson,Wyatt Marx,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=05c04571-55e7-458e-801c-659dd43c7e0b","a04a7764b36bea45e1dc9300fb1e6838"
"fe623054-f921-44e3-9a69-2c94fa28b99d","Wed May 14 2025 14:22:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 14:18:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Florida","Male","Yes","Perseverance","None","No","I have a personal relationship with multiple presidential tickets","Evan Duncan/Joy Southerland ","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Message/Vision for TeenPact,Social Media/Branding,Campaign Team Involvement,GroupMe Presence","AnnaCatherine Hammett,Avery Lafferty,Bella Roose,Caleb Kamuiru,Chesed Vess,Clark Bigler,David Moore,David Treder,Evan Duncan,Faith Franklin,Garrett Sawyer,Grace Franklin,Grace Muller,Greyson Davis,Griffin Witt,Isaac Powers,Jack Holt,Jacob Redd,Jessica Veth,Jed Sicilia,Joseph Jackson,Joy Southerland,Levi Allen,Macy McMillian,Marie Timmons,Mary Shirk,Max Sheppard,Micah Carr,Reagan McCollum,Samara Brown,Samantha Ehrenberg,Tyler Henderson,Valerie Yoder,Wyatt Marx,Zechariah Zalak,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=fe623054-f921-44e3-9a69-2c94fa28b99d","631a41181445210e9fda48971840b585"
"bf6adbe8-dd18-452d-80ca-b3ef7df9daed","Wed May 14 2025 13:57:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 13:54:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Maryland","Female ","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Isaac Stevens/Chesed Vess","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,GroupMe Presence,Social Media/Branding","Abigail Esch,Aidan Addyson,Avery Lafferty,Camp Fisher,Chesed Vess,Clark Bigler,David Moore,David Treder,Faith Franklin,Garrett Sawyer,Grace Franklin,Greyson Davis,Isaac Powers,Isaac Stevens,Jared Werner,Joseph Jackson,Joy Southerland,Logan Sonnenfeld,Macy McMillian,Selah Strassheim,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=bf6adbe8-dd18-452d-80ca-b3ef7df9daed","9b8bdabd8a06f8f055e2bc14184ee83e"
"b6651ed7-ba68-4ef1-b6cc-3db9f7993e28","Wed May 14 2025 13:56:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 13:53:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","Florida","Male","Yes","Independent (NatCon Parents, Event Staff)","N/A","No","I am familiar with multiple presidential tickets, but I am waiting to decide until the week of voting","Evan Duncan/Joy Southerland ","Another candidate convinced me of their vision for TeenPact through their message","A candidate's GroupMe does not affect my vote","Message/Vision for TeenPact,Performance in Debates/Open Forums,Campaign Team Involvement,Social Media/Branding,GroupMe Presence","Aiden White,AnnaCatherine Hammett,Audrey McCormick,Avery Lafferty,Brody Morgan,Caleb Kamuiru,Caleb Sartor,Camp Fisher,Chesed Vess,Clark Bigler,Cooper Holt,David Treder,Dane Williams,Enrique Rodriguez,Esther Jett,Evan Duncan,Faith Franklin,Garrett Sawyer,Geb McKee,Grace Franklin,Grace Muller,Griffin Witt,Isaac Powers,Jack Holt,Jed Sicilia,Joseph Jackson,Joy Southerland,Levi Allen,Marie Timmons,Mary Shirk,Micah Carr,Nate Verboncoeur,Reagan McCollum,Susie Erickson,Tayva Upgren,Tripp Wilkins,Valerie Yoder,Will Miller,Will Sox,Zechariah Zalak","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=b6651ed7-ba68-4ef1-b6cc-3db9f7993e28","5ccd309a12f28264dd1194330aedb526"
"a200e797-4dfd-4308-81a0-8104e077e3db","Wed May 14 2025 13:54:00 GMT-0400 (Eastern Daylight Time)","Wed May 14 2025 13:50:00 GMT-0400 (Eastern Daylight Time)","finished","Ending","South Dakota","Female ","No","Perseverance","A significant amount","No","I don't know any candidates","I don't know any of the candidates
","Another candidate impressed me more with their public speaking/debate performance","A candidate's GroupMe does not affect my vote","Performance in Debates/Open Forums,Campaign Team Involvement,Message/Vision for TeenPact,Social Media/Branding,GroupMe Presence","Levi Allen,Will Sox,Zeke Harper","None","https://build.fillout.com/editor/tCM39Fdh14us/results?sessionId=a200e797-4dfd-4308-81a0-8104e077e3db","23efd4a299f275fb3845eab5087147a5"
